
2.12800000000124e-05,10
1.86400000000142e-05,10
1.6546000000006167e-05,10
3.0339000000045857e-05,10
3.0748000000024867e-05,10
1.8085000000001017e-05,10
2.049199999998308e-05,10
2.3173999999986927e-05,10
1.726900000001419e-05,10
1.7783999999992917e-05,10
0.0007611349999999961,1000
0.0007539569999999995,1000
0.0007636090000000262,1000
0.0007614529999999953,1000
0.0007590309999999933,1000
0.000759673999999988,1000
0.0012160640000000167,1000
0.000767206999999992,1000
0.0007658839999999945,1000
0.0007605310000000087,1000
0.007762832999999997,10000
0.008607200999999981,10000
0.007727300999999992,10000
0.0076071209999999945,10000
0.007633481999999997,10000
0.007841651000000005,10000
0.009060867,10000
0.007606636999999999,10000
0.007756662999999997,10000
0.007605232999999989,10000
0.038422662999999996,50000
0.03935092200000001,50000
0.039795097,50000
0.039304423000000005,50000
0.038543801000000016,50000
0.038465253999999977,50000
0.0421069,50000
0.03840775599999999,50000
0.038521153,50000
0.04110233300000002,50000
0.078813888,100000
0.07885378700000001,100000
0.08278225,100000
0.08204478700000001,100000
0.07805147899999998,100000
0.07790657100000001,100000
0.07755825900000002,100000
0.07763082999999998,100000
0.081461598,100000
0.07789425,100000
0.42782159200000003,500000
0.40187475100000003,500000
0.375731817,500000
0.38369876599999997,500000
0.36086041,500000
0.360068733,500000
0.35824817600000003,500000
0.38809414799999997,500000
0.362206523,500000
0.364129654,500000
0.710879069,1000000
0.716414684,1000000
0.720498895,1000000
0.72958347,1000000
0.720104304,1000000
0.7640562419999999,1000000
0.7259787870000001,1000000
0.716274562,1000000
0.717027023,1000000
0.73323507,1000000
0.7186448950000001,1000000
3.8764285600000004,5000000
3.871345882,5000000
3.8873579859999996,5000000
3.9802941620000003,5000000
3.9821185320000003,5000000
4.2577851849999995,5000000
4.219944718,5000000
4.045391945,5000000
4.286841138,5000000
4.277672729,5000000
4.228809925,5000000
